2025,11,10,11,10,도심권,중구,0,8,좋음,
2025,11,10,11,10,도심권,종로구,21,5,좋음,
2025,11,10,11,10,도심권,용산구,0,7,좋음,
2025,11,10,11,10,서북권,은평구,24,5,좋음,
2025,11,10,11,10,서북권,서대문구,24,9,좋음,
2025,11,10,11,10,서북권,마포구,19,1,좋음,
2025,11,10,11,10,동북권,광진구,17,3,보통,
2025,11,10,11,10,동북권,성동구,21,4,좋음,
2025,11,10,11,10,동북권,중랑구,15,1,좋음,
2025,11,10,11,10,동북권,동대문구,20,4,좋음,
2025,11,10,11,10,동북권,성북구,15,2,좋음,
2025,11,10,11,10,동북권,도봉구,18,7,보통,
2025,11,10,11,10,동북권,강북구,19,2,좋음,
2025,11,10,11,10,동북권,노원구,17,1,좋음,
2025,11,10,11,10,서남권,강서구,24,1,좋음,
2025,11,10,11,10,서남권,구로구,29,4,좋음,
2025,11,10,11,10,서남권,영등포구,19,5,좋음,
2025,11,10,11,10,서남권,동작구,19,4,좋음,
2025,11,10,11,10,서남권,관악구,18,4,좋음,
2025,11,10,11,10,서남권,금천구,23,10,좋음,
2025,11,10,11,10,서남권,양천구,21,4,좋음,
2025,11,10,11,10,동남권,강남구,21,3,좋음,
2025,11,10,11,10,동남권,서초구,26,4,좋음,
2025,11,10,11,10,동남권,송파구,19,3,좋음,
2025,11,10,11,10,동남권,강동구,29,4,좋음,
2025,11,10,11,56,도심권,중구,21,7,보통,
2025,11,10,11,56,도심권,종로구,18,5,좋음,
2025,11,10,11,56,도심권,용산구,0,0,None,
2025,11,10,11,56,서북권,은평구,18,3,좋음,
2025,11,10,11,56,서북권,서대문구,11,7,보통,
2025,11,10,11,56,서북권,마포구,15,5,보통,
2025,11,10,11,56,동북권,광진구,17,4,보통,
2025,11,10,11,56,동북권,성동구,23,8,좋음,
2025,11,10,11,56,동북권,중랑구,15,2,좋음,
2025,11,10,11,56,동북권,동대문구,21,5,좋음,
2025,11,10,11,56,동북권,성북구,19,4,좋음,
2025,11,10,11,56,동북권,도봉구,18,5,보통,
2025,11,10,11,56,동북권,강북구,20,4,좋음,
2025,11,10,11,56,동북권,노원구,20,2,보통,
2025,11,10,11,56,서남권,강서구,18,3,좋음,
2025,11,10,11,56,서남권,구로구,23,3,좋음,
2025,11,10,11,56,서남권,영등포구,30,3,좋음,
2025,11,10,11,56,서남권,동작구,20,7,좋음,
2025,11,10,11,56,서남권,관악구,17,6,좋음,
2025,11,10,11,56,서남권,금천구,22,13,좋음,
2025,11,10,11,56,서남권,양천구,16,2,보통,
2025,11,10,11,56,동남권,강남구,17,1,좋음,
2025,11,10,11,56,동남권,서초구,23,3,좋음,
2025,11,10,11,56,동남권,송파구,17,7,좋음,
2025,11,10,11,56,동남권,강동구,26,4,좋음,
2025,11,10,11,56,도심권,중구,21,7,보통,
2025,11,10,11,56,도심권,종로구,18,5,좋음,
2025,11,10,11,56,도심권,용산구,0,0,None,
2025,11,10,11,56,서북권,은평구,18,3,좋음,
2025,11,10,11,56,서북권,서대문구,11,7,보통,
2025,11,10,11,56,서북권,마포구,15,5,보통,
2025,11,10,11,56,동북권,광진구,17,4,보통,
2025,11,10,11,56,동북권,성동구,23,8,좋음,
2025,11,10,11,56,동북권,중랑구,15,2,좋음,
2025,11,10,11,56,동북권,동대문구,21,5,좋음,
2025,11,10,11,56,동북권,성북구,19,4,좋음,
2025,11,10,11,56,동북권,도봉구,18,5,보통,
2025,11,10,11,56,동북권,강북구,20,4,좋음,
2025,11,10,11,56,동북권,노원구,20,2,보통,
2025,11,10,11,56,서남권,강서구,18,3,좋음,
2025,11,10,11,56,서남권,구로구,23,3,좋음,
2025,11,10,11,56,서남권,영등포구,30,3,좋음,
2025,11,10,11,56,서남권,동작구,20,7,좋음,
2025,11,10,11,56,서남권,관악구,17,6,좋음,
2025,11,10,11,56,서남권,금천구,22,13,좋음,
2025,11,10,11,56,서남권,양천구,16,2,보통,
2025,11,10,11,56,동남권,강남구,17,1,좋음,
2025,11,10,11,56,동남권,서초구,23,3,좋음,
2025,11,10,11,56,동남권,송파구,17,7,좋음,
2025,11,10,11,56,동남권,강동구,26,4,좋음,
2025,11,10,11,57,도심권,중구,21,7,보통,
2025,11,10,11,57,도심권,종로구,18,5,좋음,
2025,11,10,11,57,도심권,용산구,0,0,None,
2025,11,10,11,57,서북권,은평구,18,3,좋음,
2025,11,10,11,57,서북권,서대문구,11,7,보통,
2025,11,10,11,57,서북권,마포구,15,5,보통,
2025,11,10,11,57,동북권,광진구,17,4,보통,
2025,11,10,11,57,동북권,성동구,23,8,좋음,
2025,11,10,11,57,동북권,중랑구,15,2,좋음,
2025,11,10,11,57,동북권,동대문구,21,5,좋음,
2025,11,10,11,57,동북권,성북구,19,4,좋음,
2025,11,10,11,57,동북권,도봉구,18,5,보통,
2025,11,10,11,57,동북권,강북구,20,4,좋음,
2025,11,10,11,57,동북권,노원구,20,2,보통,
2025,11,10,11,57,서남권,강서구,18,3,좋음,
2025,11,10,11,57,서남권,구로구,23,3,좋음,
2025,11,10,11,57,서남권,영등포구,30,3,좋음,
2025,11,10,11,57,서남권,동작구,20,7,좋음,
2025,11,10,11,57,서남권,관악구,17,6,좋음,
2025,11,10,11,57,서남권,금천구,22,13,좋음,
2025,11,10,11,57,서남권,양천구,16,2,보통,
2025,11,10,11,57,동남권,강남구,17,1,좋음,
2025,11,10,11,57,동남권,서초구,23,3,좋음,
2025,11,10,11,57,동남권,송파구,17,7,좋음,
2025,11,10,11,57,동남권,강동구,26,4,좋음,
